Wall time,Step,Value
1607583173.455236,0,0.6954857110977173
1607583174.07716,1,0.6950890421867371
1607583174.67844,2,0.6954050064086914
1607583175.291788,3,0.6974837183952332
1607583175.928093,4,0.6940360069274902
1607583176.523954,5,0.6942381262779236
1607583177.152497,6,0.6937679052352905
1607583177.777342,7,0.6934666633605957
1607583178.393331,8,0.6937683820724487
1607583179.007384,9,0.6934901475906372
1607583179.628095,10,0.6934113502502441
1607583180.281212,11,0.6917808055877686
1607583180.906017,12,0.6907565593719482
1607583181.503025,13,0.6982993483543396
1607583182.136158,14,0.6890194416046143
1607583182.742584,15,0.6884284019470215
1607583183.343741,16,0.695048987865448
1607583183.972724,17,0.6864957213401794
1607583184.581591,18,0.6875603795051575
1607583185.215969,19,0.6816220283508301
1607583185.834304,20,0.6798146963119507
1607583186.445283,21,0.6837785840034485
1607583187.077551,22,0.675690233707428
1607583187.670304,23,0.6854216456413269
1607583188.282668,24,0.676708459854126
1607583188.916605,25,0.6744025349617004
1607583189.544856,26,0.6663950681686401
1607583190.188239,27,0.6659798622131348
1607583190.769717,28,0.6930235028266907
1607583191.358066,29,0.6674032807350159
1607583191.959061,30,0.6603317856788635
1607583192.572482,31,0.6553739905357361
1607583193.156625,32,0.6591806411743164
1607583193.788111,33,0.6507090330123901
1607583194.424768,34,0.6484603881835938
1607583195.05434,35,0.6566591858863831
1607583195.719903,36,0.6438078284263611
1607583196.418757,37,0.6506611704826355
1607583197.019796,38,0.651494562625885
1607583197.640143,39,0.6379685997962952
1607583198.261012,40,0.6379162073135376
1607583198.870773,41,0.6350589990615845
1607583199.484115,42,0.6332189440727234
1607583200.097911,43,0.6684746742248535
1607583200.685822,44,0.6844421625137329
1607583201.282721,45,0.6429479122161865
1607583201.900863,46,0.6325262188911438
1607583202.520083,47,0.6390079855918884
1607583203.136262,48,0.6431756615638733
1607583203.78117,49,0.6307368278503418
1607583204.41803,50,0.6420243978500366
1607583205.099028,51,0.6338629126548767
1607583205.783072,52,0.6650259494781494
1607583206.394408,53,0.7017250657081604
1607583206.992459,54,0.6410132050514221
1607583207.595006,55,0.6341009140014648
1607583208.191473,56,0.6584917306900024
1607583208.799124,57,0.6530295610427856
1607583209.400753,58,0.634315550327301
1607583210.002723,59,0.7014527320861816
1607583210.613462,60,0.6422217488288879
1607583211.2079,61,0.6382763981819153
1607583211.806304,62,0.6396785974502563
1607583212.413375,63,0.6635487675666809
1607583213.012082,64,0.6443593502044678
1607583213.607311,65,0.6452560424804688
1607583214.220136,66,0.6577006578445435
1607583214.918838,67,0.699806809425354
1607583215.546682,68,0.6998541951179504
1607583216.1701,69,0.6541199684143066
1607583216.786243,70,0.6619972586631775
1607583217.39285,71,0.7137839794158936
1607583218.020191,72,0.6657540798187256
1607583218.721418,73,0.6893764138221741
1607583219.332544,74,0.6843551993370056
1607583219.938002,75,0.6791520118713379
1607583220.538134,76,0.6802587509155273
1607583221.159949,77,0.8278664946556091
1607583221.757705,78,0.7097209692001343
1607583222.366202,79,0.7342190146446228
1607583222.967398,80,0.6847459673881531
1607583223.573444,81,0.7079511880874634
1607583224.177705,82,0.7836074233055115
1607583224.781995,83,0.6951068639755249
1607583225.392924,84,0.7181354761123657
1607583225.994722,85,0.7220140695571899
1607583226.613329,86,0.7600594758987427
1607583227.221628,87,0.7005603313446045
1607583227.830304,88,0.8089509010314941
1607583228.436953,89,0.7096193432807922
1607583229.043529,90,0.7759687304496765
1607583229.644371,91,0.7191426753997803
1607583230.224813,92,0.7593785524368286
1607583230.82422,93,0.726708710193634
1607583231.428799,94,0.7377606630325317
1607583232.019871,95,0.7723298072814941
1607583232.621589,96,0.7359052300453186
1607583233.224563,97,0.752395510673523
1607583233.915441,98,0.8147309422492981
1607583234.596979,99,0.7681453227996826
