Wall time,Step,Value
1607583276.519294,0,1.5049816370010376
1607583277.2425,1,1.505806803703308
1607583277.983236,2,1.504988670349121
1607583278.748557,3,1.505344033241272
1607583279.493845,4,1.5121018886566162
1607583280.214272,5,1.5058337450027466
1607583280.922725,6,1.5050995349884033
1607583281.628902,7,1.5055079460144043
1607583282.329122,8,1.5063354969024658
1607583283.07039,9,1.5045415163040161
1607583283.870717,10,1.5046998262405396
1607583284.628127,11,1.504315972328186
1607583285.336682,12,1.5048322677612305
1607583286.032249,13,1.5162327289581299
1607583286.740487,14,1.5054866075515747
1607583287.440699,15,1.5205013751983643
1607583288.177448,16,1.5037946701049805
1607583288.885936,17,1.5079838037490845
1607583289.634484,18,1.5037133693695068
1607583290.370466,19,1.5023752450942993
1607583291.102834,20,1.5022315979003906
1607583291.815841,21,1.5109988451004028
1607583292.519093,22,1.5240010023117065
1607583293.222646,23,1.5044879913330078
1607583293.950429,24,1.4973368644714355
1607583294.651367,25,1.5195543766021729
1607583295.384384,26,1.496686577796936
1607583296.08545,27,1.5267770290374756
1607583296.800734,28,1.5238797664642334
1607583297.525692,29,1.495383381843567
1607583298.261882,30,1.4853838682174683
1607583298.991644,31,1.4832783937454224
1607583299.719579,32,1.490592360496521
1607583300.435574,33,1.5043450593948364
1607583301.157098,34,1.4741132259368896
1607583301.825007,35,1.4816373586654663
1607583302.519799,36,1.4743603467941284
1607583303.212649,37,1.4935879707336426
1607583303.936679,38,1.469476580619812
1607583304.645964,39,1.482363224029541
1607583305.52266,40,1.465664267539978
1607583306.274684,41,1.4763046503067017
1607583307.010163,42,1.4642237424850464
1607583307.759105,43,1.4776842594146729
1607583308.449129,44,1.4716991186141968
1607583309.118291,45,1.5930218696594238
1607583309.788156,46,1.491525411605835
1607583310.484882,47,1.4649654626846313
1607583311.17789,48,1.4825915098190308
1607583311.963168,49,1.5101373195648193
1607583312.680688,50,1.491367220878601
1607583313.374007,51,1.4777801036834717
1607583314.074429,52,1.5653115510940552
1607583314.779602,53,1.49681556224823
1607583315.470639,54,1.474488377571106
1607583316.180662,55,1.5278902053833008
1607583316.877967,56,1.4780800342559814
1607583317.573867,57,1.5108857154846191
1607583318.278908,58,1.5185120105743408
1607583318.991263,59,1.4825738668441772
1607583319.69287,60,1.6420828104019165
1607583320.392721,61,1.5297882556915283
1607583321.099199,62,1.563481092453003
1607583321.796905,63,1.4953597784042358
1607583322.526432,64,1.4967410564422607
1607583323.23226,65,1.5091086626052856
1607583323.943736,66,1.53023362159729
1607583324.740663,67,1.554723858833313
1607583325.436451,68,1.50711190700531
1607583326.136938,69,1.5455915927886963
1607583326.835164,70,1.51374089717865
1607583327.536763,71,1.5525953769683838
1607583328.241259,72,1.6445199251174927
1607583328.93865,73,1.570566177368164
1607583329.64167,74,1.548752784729004
1607583330.330198,75,1.5348151922225952
1607583331.036471,76,1.5364445447921753
1607583331.724676,77,1.7952698469161987
1607583332.429364,78,1.5804812908172607
1607583333.128217,79,1.6631991863250732
1607583333.833096,80,1.5910556316375732
1607583334.552194,81,1.5518807172775269
1607583335.256928,82,1.5609992742538452
1607583335.968602,83,1.5702444314956665
1607583336.712418,84,1.6416528224945068
1607583337.485926,85,1.5641683340072632
1607583338.167859,86,1.5674947500228882
1607583338.881107,87,1.7303829193115234
1607583339.585131,88,1.6560018062591553
1607583340.29077,89,1.7259761095046997
1607583340.997623,90,1.5941591262817383
1607583341.698398,91,1.585208535194397
1607583342.454173,92,1.5914186239242554
