Wall time,Step,Value
1607583051.232595,0,0.6941729187965393
1607583051.824706,1,0.6982088685035706
1607583052.439006,2,0.6933519840240479
1607583053.033245,3,0.6949508786201477
1607583053.642778,4,0.6933507323265076
1607583054.254357,5,0.6929106116294861
1607583054.866628,6,0.6922472715377808
1607583055.455261,7,0.6927266716957092
1607583056.080959,8,0.6897038221359253
1607583056.701653,9,0.694875180721283
1607583057.353353,10,0.6860682964324951
1607583057.951911,11,0.6877664923667908
1607583058.560291,12,0.684705913066864
1607583059.181833,13,0.6762019395828247
1607583059.787047,14,0.6716784834861755
1607583060.37947,15,0.6817745566368103
1607583061.003572,16,0.6590210199356079
1607583061.622996,17,0.653693437576294
1607583062.234942,18,0.6460909247398376
1607583062.854056,19,0.6387244462966919
1607583063.464423,20,0.6307008266448975
1607583064.110864,21,0.6356682777404785
1607583064.783125,22,0.6252695918083191
1607583065.418019,23,0.6097515225410461
1607583066.010208,24,0.6385423541069031
1607583066.619543,25,0.6041812300682068
1607583067.218976,26,0.6062308549880981
1607583067.839629,27,0.5849438309669495
1607583068.453667,28,0.5739783644676208
1607583069.050091,29,0.5891462564468384
1607583069.66586,30,0.5546248555183411
1607583070.292351,31,0.5542600154876709
1607583070.91024,32,0.5380403995513916
1607583071.553691,33,0.5314687490463257
1607583072.22348,34,0.5513780117034912
1607583072.85478,35,0.5186738967895508
1607583073.442412,36,0.5232594609260559
1607583074.078381,37,0.5068334341049194
1607583074.677838,38,0.5019606351852417
1607583075.291,39,0.4984304904937744
1607583075.88744,40,0.510630190372467
1607583076.470936,41,0.5090623497962952
1607583077.130008,42,0.5075715780258179
1607583077.790013,43,0.49154984951019287
1607583078.358486,44,0.49185797572135925
1607583078.976434,45,0.487041711807251
1607583079.56689,46,0.49132096767425537
1607583080.163382,47,0.49128150939941406
1607583080.759974,48,0.48943719267845154
1607583081.345005,49,0.5043437480926514
1607583081.967888,50,0.480334997177124
1607583082.567832,51,0.48274725675582886
1607583083.23653,52,0.4827340841293335
1607583083.838404,53,0.5063754916191101
1607583084.423067,54,0.48416653275489807
1607583085.025397,55,0.485415518283844
1607583085.616044,56,0.49423471093177795
1607583086.204204,57,0.48709845542907715
1607583086.790228,58,0.5980849266052246
1607583087.38983,59,0.48940879106521606
1607583087.964983,60,0.491148978471756
1607583088.548978,61,0.5021172761917114
1607583089.136404,62,0.5093212127685547
1607583089.721616,63,0.49459517002105713
1607583090.312778,64,0.5614893436431885
1607583090.901258,65,0.5230857133865356
1607583091.479509,66,0.501806914806366
1607583092.087693,67,0.5258064866065979
1607583092.761318,68,0.5274093151092529
1607583093.389364,69,0.5147889256477356
1607583093.980214,70,0.5138933658599854
1607583094.553565,71,0.5478097796440125
1607583095.148081,72,0.5154242515563965
1607583095.738812,73,0.5976576209068298
1607583096.32713,74,0.5386677980422974
1607583096.919357,75,0.5618818998336792
1607583097.504893,76,0.5272580981254578
1607583098.1189,77,0.5793336629867554
1607583098.712839,78,0.56751549243927
1607583099.291173,79,0.5308483839035034
1607583099.876889,80,0.557359516620636
1607583100.463831,81,0.5361642241477966
1607583101.042348,82,0.5403726100921631
1607583101.630561,83,0.5570708513259888
1607583102.222482,84,0.5451693534851074
1607583102.807033,85,0.5456023216247559
1607583103.394405,86,0.5493554472923279
1607583103.976826,87,0.5889704823493958
1607583104.559794,88,0.5777434706687927
1607583105.157125,89,0.6134028434753418
1607583105.736226,90,0.5782500505447388
1607583106.321177,91,0.5684924125671387
1607583106.90721,92,0.5849257707595825
1607583107.487244,93,0.572677731513977
1607583108.099438,94,0.602415919303894
1607583108.761234,95,0.6649814248085022
1607583109.340465,96,0.5860485434532166
1607583109.927374,97,0.5810520052909851
1607583110.511887,98,0.5828625559806824
1607583111.083591,99,0.5902755856513977
1607583111.689202,100,0.5914826393127441
