,KernelName,Score
0,10,-0.007091403007507324
1,19,-0.006324052810668945
2,53,-0.0043547749519348145
3,109,-0.0036856532096862793
4,122,-0.004271805286407471
5,123,-0.003802061080932617
6,124,-0.004683136940002441
7,135,-0.004576444625854492
8,144,-0.004400730133056641
9,149,-0.0042154788970947266
10,161,-0.0059223175048828125
11,188,-0.005702555179595947
12,224,-0.006728112697601318
13,249,-0.004300951957702637
14,252,-0.006275773048400879
