,KernelName,Score
0,10,-0.006233096122741699
1,27,-0.005288183689117432
2,38,-0.005074441432952881
3,44,-0.006541252136230469
4,52,-0.004763543605804443
5,57,-0.01132291555404663
6,161,-0.005473792552947998
7,211,-0.0057697296142578125
8,224,-0.009715020656585693
9,234,-0.005452752113342285
10,246,-0.010474801063537598
11,268,-0.005665004253387451
12,284,-0.004567861557006836
