,KernelName,Score
0,19,-0.003331303596496582
1,47,-0.003288567066192627
2,51,-0.00355607271194458
3,76,-0.005373060703277588
4,107,-0.0031565427780151367
5,120,-0.0031502842903137207
6,135,-0.003058493137359619
7,136,-0.004157900810241699
8,149,-0.004698991775512695
9,151,-0.005334198474884033
10,161,-0.00452190637588501
11,188,-0.0046929121017456055
12,216,-0.004180490970611572
13,224,-0.0031540989875793457
14,225,-0.004666447639465332
15,254,-0.0044474005699157715
