,KernelName,Score
0,49,-0.00322115421295166
1,112,-0.00606226921081543
2,118,-0.005775392055511475
3,135,-0.003629446029663086
4,144,-0.011274218559265137
5,161,-0.0053389668464660645
6,182,-0.005793869495391846
