,KernelName,Score
0,10,-0.007979810237884521
1,20,-0.004482567310333252
2,44,-0.007738769054412842
3,47,-0.0045043230056762695
4,94,-0.006358981132507324
5,122,-0.0038427114486694336
6,123,-0.004177987575531006
7,130,-0.004854440689086914
8,161,-0.006669878959655762
9,188,-0.004378080368041992
10,211,-0.004046380519866943
11,224,-0.0051947832107543945
