,KernelName,Score
0,10,-0.006135225296020508
1,14,-0.004259943962097168
2,19,-0.0051277875900268555
3,38,-0.0041252970695495605
4,43,-0.004506528377532959
5,47,-0.003974974155426025
6,135,-0.004006862640380859
7,144,-0.004336357116699219
8,151,-0.006345570087432861
9,161,-0.005572617053985596
10,167,-0.005670726299285889
11,188,-0.004172325134277344
12,191,-0.003940880298614502
13,206,-0.006424009799957275
14,247,-0.004082441329956055
15,252,-0.007748544216156006
