,KernelName,Score
0,27,-0.004572808742523193
1,102,-0.004266977310180664
2,136,-0.00495678186416626
3,151,-0.008312702178955078
4,168,-0.009700596332550049
5,174,-0.00422900915145874
6,196,-0.00450444221496582
7,224,-0.0059906840324401855
8,246,-0.004912257194519043
9,254,-0.013339459896087646
10,271,-0.004581034183502197
