,KernelName,Score
0,10,-0.005784153938293457
1,14,-0.004239141941070557
2,19,-0.00433272123336792
3,43,-0.0037074685096740723
4,47,-0.004315435886383057
5,51,-0.004011034965515137
6,144,-0.004221200942993164
7,151,-0.005279242992401123
8,161,-0.006219208240509033
9,167,-0.00621718168258667
10,201,-0.0037139058113098145
11,206,-0.006970643997192383
12,249,-0.0037592053413391113
13,252,-0.0065315961837768555
