,data_set,1layer_local_win9,2layer_local_win3,1layer_64motif,2layer,1layer_local_win3,1layer,3layer,1layer_128motif,1layer_1motif
28,wgEncodeAwgTfbsSydhGm12878Ikzf1iknuclaUniPk,0.7273307219299515,0.7024828951809583,0.7024828951809583,0.7129085234785213,0.6804425174030113,0.7598979230587679,0.7238913590210156,0.8087959121005176,0.6012938691658989
29,wgEncodeAwgTfbsUtaK562CmycUniPk,0.7994962728498651,0.7743499962541205,0.7743499962541205,0.8143843646988312,0.7746951790530416,0.8288558210967936,0.7990616571771052,0.865249662870842,0.7184518279892119
30,wgEncodeAwgTfbsSydhK562CebpbIggrabUniPk,0.967598641904591,0.970596801629796,0.970596801629796,0.9689467020655095,0.9646555682046793,0.9671760059266705,0.9689385483167392,0.9754444946002282,0.9390132206986753
31,wgEncodeAwgTfbsSydhHelas3Baf170IggmusUniPk,0.5893643424760965,0.5938348023055013,0.5938348023055013,0.6448245830436505,0.557476806686253,0.6879667631030075,0.560461474055634,0.7301539243610158,0.5714638139451433
32,wgEncodeAwgTfbsUwSaecCtcfUniPk,0.9717925062829702,0.9782541669991868,0.9782541669991868,0.9807218914067317,0.9739150711479901,0.9737131177442703,0.9797352766372932,0.9808543511845854,0.9041023292534532
33,wgEncodeAwgTfbsUwGm12864CtcfUniPk,0.9709726179146829,0.9753223731020989,0.9753223731020989,0.9770112305263378,0.9661561829798758,0.9643875269923308,0.9766593021313759,0.9766496334358066,0.7680156592374875
34,wgEncodeAwgTfbsSydhGm12878Tblr1ab24550IggmusUniPk,0.7587574696350649,0.7451548125295311,0.7451548125295311,0.7468562911698492,0.7315638289001917,0.7648483142944495,0.7603060813252176,0.8160132299396871,0.6032552322187943
35,wgEncodeAwgTfbsSydhHepg2JundIggrabUniPk,0.9691558507778547,0.9678601864214998,0.9678601864214998,0.9690527593171133,0.9647527452675024,0.9640840352143618,0.9710548474012755,0.9788353231097753,0.911894811406781
36,wgEncodeAwgTfbsUtaMcf7Pol2UniPk,0.7792456283624429,0.7792473999673418,0.7792473999673418,0.7705045297912574,0.761157036171819,0.7728879457876753,0.7760990555928605,0.8037735488050322,0.6328925884048561
37,wgEncodeAwgTfbsHaibK562Pol2V0416101UniPk,0.7425373752971032,0.7400509266648603,0.7400509266648603,0.7395557032049402,0.727919900621241,0.7616582283806038,0.7485879480983543,0.7921264728335442,0.6132938577443545
38,wgEncodeAwgTfbsHaibU87Pol24h8V0416101UniPk,0.7446371889451197,0.7509976691930274,0.7509976691930274,0.7697913614385441,0.7656263947026651,0.7712972443803885,0.7614621289691729,0.8105314911821428,0.6220864198857865
39,wgEncodeAwgTfbsBroadNhaEzh239875UniPk,0.7186033872689115,0.6850964465550708,0.6850964465550708,0.7060439363660456,0.6593109604544054,0.7092403177400062,0.6766685647979028,0.768491558688069,0.630284773406107
40,wgEncodeAwgTfbsSydhHelas3Prdm19115IggrabUniPk,0.8604123316621017,0.8723165722193513,0.8723165722193513,0.8761053088608641,0.843624524687473,0.9066229068418727,0.8689469989777419,0.9187605025456357,0.6985245448323408
41,wgEncodeAwgTfbsSydhHelas3Mxi1af4185IggrabUniPk,0.7741077763875573,0.7029560238973475,0.7029560238973475,0.7774207438943144,0.7123178043905688,0.7864861546683422,0.7075932215018352,0.8490899472618976,0.6183927065786315
42,wgEncodeAwgTfbsHaibK562Cebpbsc150V0422111UniPk,0.9370776565905343,0.9338968624964036,0.9338968624964036,0.9339325094410071,0.9256614641739992,0.9390987190846903,0.9319446025808282,0.9472075641279257,0.8799543952338152
43,wgEncodeAwgTfbsSydhGm12878Usf2IggmusUniPk,0.9039029858514361,0.9104518412350169,0.9104518412350169,0.9138396496088526,0.896640216512263,0.9214672228939299,0.9090441912418227,0.9353704489586754,0.9010716716444204
44,wgEncodeAwgTfbsHaibSknmcFoxp2Pcr2xUniPk,0.7788450128770683,0.7720454532509733,0.7720454532509733,0.7950541354232821,0.770061563588416,0.8065806067458181,0.7897326738641554,0.8477074261716329,0.6285728762330043
45,wgEncodeAwgTfbsSydhGm12878Znf143166181apUniPk,0.9459730565296911,0.9512661934010941,0.9512661934010941,0.9543515652528651,0.9376495395636525,0.9495090789490244,0.9511812478501435,0.9644559237461616,0.8367189859598636
46,wgEncodeAwgTfbsSydhHelas3NfyaIggrabUniPk,0.8177557768105654,0.7540298507462687,0.7540298507462687,0.8292813778417051,0.7776261371490483,0.866863803635141,0.7877690396577811,0.8963906375506697,0.7592300076588273
47,wgEncodeAwgTfbsSydhGm15510NfkbTnfaIggrabUniPk,0.7602751416402614,0.7602739563661075,0.7602739563661075,0.7608380678450926,0.7353790111652825,0.7924598389607516,0.7273323429709291,0.8267788199410525,0.6208175230930915
48,wgEncodeAwgTfbsSydhMcf7Gata3UcdUniPk,0.6649757519134616,0.6710297674327939,0.6710297674327939,0.7167704444855967,0.6273135932698507,0.7697709276372492,0.5960424031712571,0.7944840650458576,0.5796319553996723
49,wgEncodeAwgTfbsSydhK562Tal1sc12984IggmusUniPk,0.9371021029931017,0.9456796217699357,0.9456796217699357,0.9430723452317851,0.9326147602148805,0.9389935838387019,0.9392998949702558,0.950903014439745,0.7327373115706128
50,wgEncodeAwgTfbsHaibHuvecPol2Pcr1xUniPk,0.7512669961871703,0.7579803632506825,0.7579803632506825,0.7537171142033261,0.7304884983586,0.7689410502817614,0.7437560474117078,0.8018580355300238,0.6353140086812076
51,wgEncodeAwgTfbsUchicagoK562EjundUniPk,0.8807856344442295,0.8881541833138478,0.8881541833138478,0.8822761311064782,0.8711070541982444,0.8860507414514716,0.8659255147862919,0.9095714611159392,0.7656277823001779
52,wgEncodeAwgTfbsSydhK562CmycUniPk,0.7575284156392301,0.755037469202518,0.755037469202518,0.7636827897780533,0.7203440097937273,0.8061656430719112,0.7573588694186767,0.835097092103039,0.7585216184236812
53,wgEncodeAwgTfbsSydhHelas3Brf1UniPk,0.6722972972972973,0.6841216216216216,0.6841216216216216,0.5905405405405405,0.6905405405405406,0.5996621621621622,0.5831081081081081,0.7952702702702702,0.6121621621621621
54,wgEncodeAwgTfbsUwWi38CtcfUniPk,0.9602507763512396,0.9650532847844533,0.9650532847844533,0.9671218849680854,0.9582805552895354,0.9648819617962192,0.9673867250467618,0.9725197042866911,0.8977500580965884
55,wgEncodeAwgTfbsSydhK562MaffIggrabUniPk,0.9664189101228473,0.9691384276044593,0.9691384276044593,0.972360407636978,0.9621819184108688,0.9635563351927865,0.9674261628964257,0.9730264782519126,0.8967308919537545
56,wgEncodeAwgTfbsUwAg09319CtcfUniPk,0.9679513024007919,0.9763207101927883,0.9763207101927883,0.9763587835809339,0.9704071521949218,0.9683214540324808,0.9779023699048385,0.9778011653128019,0.7052757462838297
57,wgEncodeAwgTfbsHaibK562Elf1sc631V0416102UniPk,0.9288876961772743,0.9325134715247746,0.9325134715247746,0.9256411759388951,0.9226566784714535,0.9320755322857858,0.9252981609134473,0.9426872846068163,0.723396261613647
58,wgEncodeAwgTfbsSydhH1hescGtf2f1IggrabUniPk,0.6359913261738565,0.6383830953352922,0.6383830953352922,0.6667912906055108,0.5994953740941187,0.7099259935896141,0.6603970720784444,0.7560637966784015,0.5682093763009728
59,wgEncodeAwgTfbsSydhK562Gata2UcdUniPk,0.9165580339008087,0.9209752021861959,0.9209752021861959,0.9188607869566823,0.9013660262565086,0.918019498504376,0.9104669439417998,0.9293104204365005,0.8318884098378818
60,wgEncodeAwgTfbsSydhHelas3CebpbIggrabUniPk,0.9311759669805253,0.9423008751377553,0.9423008751377553,0.9435319058478169,0.9306303829031513,0.9320160200513963,0.9386450673698433,0.9511886718082035,0.863477955816254
61,wgEncodeAwgTfbsSydhHelas3TbpIggrabUniPk,0.7777222735364882,0.7431439588625117,0.7431439588625117,0.7386042757612099,0.7450058597581112,0.7785696184577414,0.7434563448020718,0.8253218289025119,0.6259704836410948
62,wgEncodeAwgTfbsSydhA549MaxIggrabUniPk,0.7915051263539437,0.8081315868426939,0.8081315868426939,0.8108182712562668,0.7738595969522817,0.8194299999045864,0.8056337415969883,0.8474635388009495,0.7604746767338484
63,wgEncodeAwgTfbsSydhGm12878Bhlhe40cIggmusUniPk,0.8477465875355104,0.8610127597656979,0.8610127597656979,0.8465253090005915,0.8334600737657298,0.8665759030172528,0.8422759845646277,0.8837221046684539,0.7544575234115584
64,wgEncodeAwgTfbsUwHepg2CtcfUniPk,0.9761349505792325,0.9797333337761719,0.9797333337761719,0.9828356936620964,0.9753653416941227,0.9761412056718743,0.9834706796684025,0.9825703172051583,0.8999759095901088
65,wgEncodeAwgTfbsSydhMcf10aesStat3Tam112hHvdUniPk,0.9494067328553939,0.9496450119440788,0.9496450119440788,0.9456336436108752,0.9451917242522241,0.9390226224416629,0.9424485394418702,0.9546526280274509,0.7930444971404199
66,wgEncodeAwgTfbsBroadNhekCtcfUniPk,0.9614969365101247,0.9659255957445928,0.9659255957445928,0.9669072636764899,0.9567366533422239,0.9648954835651041,0.9662477917792763,0.9696677259744672,0.8445942989977278
67,wgEncodeAwgTfbsHaibGm12878Pou2f2Pcr1xUniPk,0.8027624041705732,0.8033893326353961,0.8033893326353961,0.826968764521685,0.7959070982643394,0.8250487151800745,0.8250413454093997,0.8691943137638036,0.6290238698904832
68,wgEncodeAwgTfbsSydhGm12878NfyaIggmusUniPk,0.8865676249276482,0.7513795099363303,0.7513795099363303,0.8981130619332434,0.7288327223615667,0.8903415010611615,0.8747675091645765,0.91433918579973,0.8488250048234613
69,wgEncodeAwgTfbsSydhH1hescCebpbIggrabUniPk,0.9697954387356926,0.972411612982818,0.972411612982818,0.975522275378852,0.9653237713404696,0.9724486554957565,0.9674769943544644,0.9792063216656366,0.9574731639555075
70,wgEncodeAwgTfbsSydhNb4CmycUniPk,0.8179628068694679,0.8424281866487028,0.8424281866487028,0.8390067112680322,0.8094790501842467,0.8469676675832927,0.8260903318698157,0.873353128997545,0.6828749826510543
71,wgEncodeAwgTfbsHaibH1hescHdac2sc6296V0416102UniPk,0.7191708025469575,0.7223461213156088,0.7223461213156088,0.6987117597306226,0.6838816366915085,0.7374722723138056,0.7326735872843624,0.7983159918931426,0.6536604535371751
72,wgEncodeAwgTfbsHaibK562Sp1Pcr1xUniPk,0.7955492015133164,0.756141792256115,0.756141792256115,0.7900740426275769,0.7266915556443456,0.834839990510557,0.7724009539387431,0.867243691393325,0.5959747281149721
73,wgEncodeAwgTfbsSydhGm19099Pol2IggmusUniPk,0.7678547991950301,0.7566962475818151,0.7566962475818151,0.7573281651479955,0.7401453384634202,0.7560046627505395,0.7526715130381564,0.795190222905908,0.6148646102799941
74,wgEncodeAwgTfbsHaibHepg2NrsfPcr2xUniPk,0.8410633579784956,0.8540802583233774,0.8540802583233774,0.8608701226247097,0.8300448853774541,0.8782156583188694,0.8727846121768141,0.9050295995536822,0.7846864926853458
75,wgEncodeAwgTfbsBroadK562Ezh239875UniPk,0.5480769230769231,0.485505698005698,0.485505698005698,0.5508814102564102,0.489792556980057,0.6155181623931624,0.50914797008547,0.6676727207977209,0.4988158831908832
76,wgEncodeAwgTfbsSydhHelas3Pol2s2IggrabUniPk,0.7257675746990098,0.7297002188897357,0.7297002188897357,0.7185553209499624,0.7056051091935047,0.7531326130760461,0.736414416966604,0.7894449052768595,0.606900580445035
77,wgEncodeAwgTfbsBroadNhekEzh239875UniPk,0.7005422632462023,0.7172168018388819,0.7172168018388819,0.6829586296551197,0.6553245707551203,0.7170409205205366,0.6784486907862479,0.7639238627316032,0.6216835575707687
78,wgEncodeAwgTfbsSydhGm12878MaxIggmusUniPk,0.7700716666475206,0.7673630382588631,0.7673630382588631,0.777115823608474,0.754489627454874,0.7921284846614994,0.7601038977663048,0.8228694065305762,0.6562832629576811
79,wgEncodeAwgTfbsHaibGm12878Taf1Pcr1xUniPk,0.7756356637897663,0.7692578060194991,0.7692578060194991,0.7748261578012612,0.7346450429734571,0.7893999020027701,0.7434809336229524,0.8219724707519422,0.6214276344471837
80,wgEncodeAwgTfbsHaibK562Thap1sc98174V0416101UniPk,0.6321180231274728,0.6287314700039056,0.6287314700039056,0.6649275780679561,0.6064763716017728,0.6971035472313256,0.6205924929106315,0.7756862253994667,0.592543852201525
81,wgEncodeAwgTfbsUtaGm19240CtcfUniPk,0.949449829161741,0.9565356019486126,0.9565356019486126,0.9578022639593837,0.9504511540349909,0.9523113486755129,0.954499732536854,0.9611064698487104,0.8675306049884912
82,wgEncodeAwgTfbsUtaMcf7CmycSerumstimUniPk,0.795543648165694,0.7950162231224739,0.7950162231224739,0.7980314211064624,0.7699278355222252,0.806022223806841,0.7835754034541236,0.8430937413365678,0.6360836921082693
83,wgEncodeAwgTfbsSydhK562Gtf2f1ab28179IggrabUniPk,0.6060806274056666,0.6153705019401482,0.6153705019401482,0.6526900525440535,0.5982087786825729,0.6961247784639647,0.6048353411459757,0.7414274337734126,0.563766268747609
84,wgEncodeAwgTfbsSydhGm12878Pol2IggmusUniPk,0.7253291763778311,0.733690572162984,0.733690572162984,0.7451088764578774,0.723543056817885,0.7357565936669045,0.7342688925980411,0.7768890612127398,0.590846935117068
85,wgEncodeAwgTfbsHaibH1hescTaf7sc101167V0416102UniPk,0.7534426834201946,0.7473156279003356,0.7473156279003356,0.7420047119297495,0.7261165845648604,0.759423859498822,0.6857439137574071,0.7987038623545369,0.6052310749387211
86,wgEncodeAwgTfbsSydhH1hescBach1sc14700IggrabUniPk,0.8470767155372995,0.8452698338727991,0.8452698338727991,0.8512713288038218,0.82636058434504,0.8793084443597148,0.8381353726530397,0.8915022723069225,0.6720692673602348
87,wgEncodeAwgTfbsUchicagoK562EjunbUniPk,0.8954690957726651,0.8943368692908481,0.8943368692908481,0.8827399243471158,0.8866501324562863,0.9093173152356253,0.8741140726147791,0.9259155228982793,0.8170759564191428
88,wgEncodeAwgTfbsSydhK562Setdb1MnasedUcdUniPk,0.584217040875072,0.5645423143350605,0.5645423143350605,0.6274985607369027,0.5435967184801381,0.6667285549798503,0.6380800230282095,0.7352086931491076,0.5695955670696604
89,wgEncodeAwgTfbsHaibGm12878Elf1sc631V0416101UniPk,0.8444615095172454,0.8514927365904508,0.8514927365904508,0.8548636160989767,0.8296819052339723,0.8544987471543137,0.8453383306459361,0.8813651314533211,0.6542190377469762
90,wgEncodeAwgTfbsSydhK562Irf1Ifng30UniPk,0.7494356138355237,0.7439163348509914,0.7439163348509914,0.7284176933605456,0.7238695762829586,0.7572376940016727,0.740989613740326,0.8131710585494789,0.5977739531413773
91,wgEncodeAwgTfbsSydhHepg2Nrf1IggrabUniPk,0.9572929881213239,0.951800542036674,0.951800542036674,0.9587994464306308,0.9502688559566372,0.9649333986852727,0.9528276727021104,0.978621266289932,0.9477568907853765
92,wgEncodeAwgTfbsSydhHelas3Spt20UniPk,0.5605232737361282,0.5584648581997533,0.5584648581997533,0.6006496609124538,0.5612106966707768,0.6225046239210851,0.5979801171393342,0.6662815967940813,0.555231196054254
93,wgEncodeAwgTfbsHaibK562GabpV0416101UniPk,0.8896597194237291,0.8836373837465569,0.8836373837465569,0.8803281604413711,0.8524368468445003,0.893670651550463,0.876502056541221,0.9099583916228569,0.6660653205298128
94,wgEncodeAwgTfbsHaibH1hescYy1sc281V0416102UniPk,0.8859924178342442,0.8962771558353442,0.8962771558353442,0.8922115221047886,0.8567187494525916,0.8976586686327304,0.8856816650401745,0.9158661820537245,0.7302388977793417
95,wgEncodeAwgTfbsUwNb4CtcfUniPk,0.9832538734260121,0.9853899896981536,0.9853899896981536,0.9842775995106054,0.9788617756016802,0.9843806452639933,0.9830406775112739,0.9876717235921378,0.9277433953339231
96,wgEncodeAwgTfbsBroadOsteoblCtcfUniPk,0.9474072513083857,0.9526297855561662,0.9526297855561662,0.9537037899462572,0.9445359909148643,0.9488106461947543,0.9562074630166059,0.9595529280899241,0.8662778550511057
97,wgEncodeAwgTfbsSydhK562Stat1Ifna6hUniPk,0.6304111787754332,0.5736262569041213,0.5736262569041213,0.7146178539394799,0.5365269319737525,0.7897252513808244,0.7619671434640984,0.8405797101449275,0.6258202332058727
98,wgEncodeAwgTfbsUwA549CtcfUniPk,0.9703117906678964,0.9754055243321507,0.9754055243321507,0.9773789706735374,0.9684214493943417,0.9739997611424882,0.9766931699748536,0.9787014880802529,0.8952423938107454
99,wgEncodeAwgTfbsHaibGm12878Rad21V0416101UniPk,0.9673071393243116,0.9711135095500854,0.9711135095500854,0.9664047681194626,0.9619332825235479,0.965176887303286,0.9665731262065691,0.9725319019353046,0.8959460501656678
100,wgEncodeAwgTfbsSydhK562CjunIfng30UniPk,0.9207559465623982,0.9034850686463589,0.9034850686463589,0.9069576321189226,0.8914246211020405,0.9291108116914569,0.8985191056158799,0.9366597095629353,0.7907697727052567
101,wgEncodeAwgTfbsSydhK562Bhlhe40nb100IggrabUniPk,0.8748064454028486,0.8609841776809828,0.8609841776809828,0.8630935146424767,0.8485900398012012,0.8823580488893187,0.8668500162898474,0.9052784770790053,0.7599284894753577
102,wgEncodeAwgTfbsHaibHct116Zbtb33V0416101UniPk,0.6523168571448114,0.6417554082798147,0.6417554082798147,0.7231678875050441,0.6114731449754123,0.7554082798147882,0.7155644924116515,0.7901471161540513,0.5619590865256376
103,wgEncodeAwgTfbsHaibSknshNrsfV0416101UniPk,0.849107890665904,0.8735502056527129,0.8735502056527129,0.8621744963481475,0.8320081030648068,0.874217399568753,0.8615034838341779,0.8998332969859383,0.6994836619166137
104,wgEncodeAwgTfbsHaibSknshSin3ak20V0416101UniPk,0.7650236924024947,0.7727687175291904,0.7727687175291904,0.761397161161459,0.7581460429438076,0.7974832931377027,0.7560158515984403,0.8272979505540623,0.6138487404778853
105,wgEncodeAwgTfbsSydhGm12878Pol2s2IggmusUniPk,0.7226518045123478,0.6942645503774516,0.6942645503774516,0.706678426463336,0.6663353296536549,0.7224622785554418,0.7135852324456584,0.7576652061757899,0.6033804080839118
106,wgEncodeAwgTfbsUwHbmecCtcfUniPk,0.9714344555990918,0.9747404455152691,0.9747404455152691,0.9752551780647741,0.9622879909518014,0.9650643643637586,0.9775166476235362,0.9770383677206415,0.8839020970133443
107,wgEncodeAwgTfbsHaibK562Pu1Pcr1xUniPk,0.9820216384814511,0.9796977190893531,0.9796977190893531,0.9811801678922385,0.9802345377443188,0.9807768510915397,0.9807392348117121,0.985412278899334,0.7409931292067939
108,wgEncodeAwgTfbsUwAoafCtcfUniPk,0.9684494069790144,0.9792655461473382,0.9792655461473382,0.9763590767183582,0.9683761947456779,0.9687262069719377,0.9781574805438189,0.979988367677434,0.8772810441162625
109,wgEncodeAwgTfbsSydhHepg2CebpbIggrabUniPk,0.9798092373798892,0.9816358065734393,0.9816358065734393,0.976061139590201,0.9777306560463651,0.9723388075726386,0.9792724477741418,0.9828473861966063,0.9605527519730522
110,wgEncodeAwgTfbsHaibK562Atf3V0416101UniPk,0.9034025639847446,0.8980771227729398,0.8980771227729398,0.9035869694370734,0.8755718643836558,0.9105665437499405,0.889345747268178,0.9418338444124036,0.7383002230071206
111,wgEncodeAwgTfbsHaibH1hescSp1Pcr1xUniPk,0.8125854114081774,0.7656015120415709,0.7656015120415709,0.808758270765537,0.7602104292186127,0.8066579269168462,0.7818160177755296,0.8556610861590174,0.6086721512316238
112,wgEncodeAwgTfbsSydhGm12878Mxi1IggmusUniPk,0.7561225329123593,0.7843808177476351,0.7843808177476351,0.7342587635245377,0.7590749445402886,0.7785614217334815,0.7438743351675396,0.8206154849382665,0.6069272962661248
113,wgEncodeAwgTfbsSydhHelas3Hae2f1UniPk,0.8205519173312692,0.7842990122364957,0.7842990122364957,0.8061984280768981,0.7857668561813235,0.8274222928595791,0.7765149723585879,0.8600827277898355,0.6421690256524216
114,wgEncodeAwgTfbsHaibH1hescUsf1Pcr1xUniPk,0.9741369282857488,0.9767562863328796,0.9767562863328796,0.9757933608600852,0.9706939898477702,0.9780696051097538,0.9762816241881915,0.9824187846518884,0.9635291163023784
115,wgEncodeAwgTfbsHaibH1hescTead4sc101184V0422111UniPk,0.9419251578234791,0.9467201775284554,0.9467201775284554,0.9319611567949372,0.9323125534605717,0.9431299557621968,0.9383168644161187,0.9537089501524445,0.852429700988135
116,wgEncodeAwgTfbsBroadHepg2CtcfUniPk,0.9730611911580248,0.9774074893081323,0.9774074893081323,0.9782844319737847,0.9660488062391631,0.9733654479329056,0.9780702061849049,0.9797087481086797,0.9050691580255454
117,wgEncodeAwgTfbsSydhGm12878JundUniPk,0.8891215601666771,0.888066078642892,0.888066078642892,0.9066734352856569,0.879622226452609,0.9302239989847071,0.9139920045688179,0.9519131924614506,0.8523066184402563
118,wgEncodeAwgTfbsHaibHepg2Usf1Pcr1xUniPk,0.9640809093178734,0.966271402699056,0.966271402699056,0.9616215234403912,0.9630661631444061,0.9612133970123129,0.9613259278072335,0.970434799355327,0.9461112626386755
119,wgEncodeAwgTfbsHaibA549NrsfV0422111Etoh02UniPk,0.760639525142477,0.750002078203634,0.750002078203634,0.7639293676774496,0.7438807063084473,0.7930174759376347,0.7491399469716324,0.8345786853154501,0.6182167202473746
