,CisFinder,DREME,MEME-ChIP
0,0.01909326942280809,0.049091272218893534,0.004293988416217309
1,0.008470054688542006,0.05575563558756835,0.015117157974300799
2,0.019533891301407924,0.05788042253309489,0.0005860167390422388
3,0.01193566110300659,0.053066328173843824,0.03611011121004859
4,0.013542025490871468,0.0550938684119876,0.021271098863244853
5,0.01610567319216938,0.0545345585297643,0.00826508190171793
6,0.021345534522032805,0.059323698059853824,0.028964731757128215
7,0.014306867713612337,0.05910446516090018,0.0024192371060919315
8,0.014139848177055492,0.05990056666310273,0.03212872875013362
9,0.013809816894906901,0.05391214032928138,0.00871287890444683
10,0.016296719862764486,0.05788324582835169,-0.00015594947237096424
11,0.017205837330339757,0.055597509949994905,0.00973568731503216
12,0.007789782013456925,0.04992252669114683,0.04743913569503111
13,0.011912891721678531,0.05878038293244303,0.013303993727394658
14,0.008602303426702651,0.06012725721598178,0.0009064410635574172
15,0.02901496045640417,0.056438382997478054,0.026860262971034055
16,0.019694228096399424,0.051844858783730574,0.00923084992001677
17,0.015910658847878567,0.047861331493618486,0.013409796481545389
18,0.015967178577368846,0.0709467575908781,0.018720777660734433
19,0.03366918856896983,0.06542005808741791,0.02070708881637917
20,0.02407736333135979,0.06118018551411086,0.017016424358046622
21,0.017168126246423276,0.015260556663487357,0.027399635827625057
22,0.03254656548733614,0.06262934857593383,0.02059722085345428
23,0.019054123271299295,0.050606112344203535,0.020898070684650882
24,0.035426905006210485,0.07944051412215802,0.012493024428003041
25,0.023453832752613257,0.06463414634146336,0.01411149825783975
26,0.025245003401548116,0.06440877415558866,0.015444867339621582
27,0.01972864085563042,0.06876117865982545,0.017994254846344204
28,0.022619513680455894,0.06644482143633912,0.01898734177215189
29,0.013031287835340577,0.06717963423182305,0.016838717899700484
30,0.030460381061411468,0.06441655082181708,0.02232398397252433
31,0.01665415650215807,0.06438825295552641,0.014660349033589815
32,0.01645758290895538,0.06133813604935201,0.019769800852896147
33,0.01359686010653205,0.06351876326645034,0.030898313909247466
34,0.020907873919922104,0.06126323475721074,0.027942071315565364
35,0.013923885654705037,0.05962724824050747,0.004431314623338345
36,0.016833537586422143,0.06851342289638584,0.013966286678844697
37,0.028398462741897057,0.07409107914158419,0.009505832738155973
38,0.029705882352941138,0.06080882352941175,0.015441176470588291
