Wall time,Step,Value
1607583422.569392,0,1.5043044090270996
1607583423.284871,1,1.5022531747817993
1607583424.024516,2,1.4916056394577026
1607583424.775301,3,1.4713443517684937
1607583425.53202,4,1.4412330389022827
1607583426.275215,5,1.4091852903366089
1607583427.010453,6,1.3803842067718506
1607583427.750143,7,1.3596751689910889
1607583428.485248,8,1.3475284576416016
1607583429.217779,9,1.3318333625793457
1607583429.95145,10,1.3227267265319824
1607583430.680522,11,1.3138676881790161
1607583431.392246,12,1.2999677658081055
1607583432.124163,13,1.2819678783416748
1607583432.84758,14,1.2665598392486572
1607583433.597858,15,1.2538635730743408
1607583434.364572,16,1.243252158164978
1607583435.127173,17,1.214485764503479
1607583435.853817,18,1.214510202407837
1607583436.611922,19,1.1870143413543701
1607583437.371797,20,1.1700679063796997
1607583438.118682,21,1.1533241271972656
1607583438.898589,22,1.144690752029419
1607583439.633538,23,1.1512748003005981
1607583440.39775,24,1.1417393684387207
1607583441.155825,25,1.1209748983383179
1607583441.912767,26,1.1126781702041626
1607583442.63824,27,1.1269694566726685
1607583443.401273,28,1.1051315069198608
1607583444.126343,29,1.1184091567993164
1607583444.994155,30,1.1033260822296143
1607583445.776614,31,1.1000621318817139
1607583446.508607,32,1.101292610168457
1607583447.26816,33,1.0947991609573364
1607583447.98649,34,1.1095058917999268
1607583448.729183,35,1.1016499996185303
1607583449.498522,36,1.0921599864959717
1607583450.241936,37,1.1162289381027222
1607583450.974592,38,1.1049563884735107
1607583451.723788,39,1.1033998727798462
1607583452.480118,40,1.0902189016342163
1607583453.220281,41,1.0910301208496094
1607583453.956873,42,1.0986244678497314
1607583454.713015,43,1.1123416423797607
1607583455.469885,44,1.089255690574646
1607583456.219703,45,1.0929796695709229
1607583456.95444,46,1.0951725244522095
1607583457.688685,47,1.1719107627868652
1607583458.432627,48,1.0969175100326538
1607583459.189846,49,1.0880895853042603
1607583459.925289,50,1.0965867042541504
1607583460.652439,51,1.093959927558899
1607583461.501341,52,1.093984603881836
1607583462.233795,53,1.153294324874878
1607583462.967137,54,1.092588186264038
1607583463.685818,55,1.1012279987335205
1607583464.418271,56,1.0944914817810059
1607583465.140201,57,1.2327512502670288
1607583465.877095,58,1.0969717502593994
1607583466.637487,59,1.1069400310516357
1607583467.379972,60,1.1056022644042969
1607583468.143963,61,1.1029194593429565
1607583468.896821,62,1.1091748476028442
1607583469.639981,63,1.1050083637237549
1607583470.393646,64,1.1086019277572632
1607583471.134075,65,1.118962287902832
1607583471.861592,66,1.127310872077942
1607583472.5991,67,1.1983634233474731
1607583473.328903,68,1.1159470081329346
1607583474.054571,69,1.1201517581939697
1607583474.789911,70,1.116450309753418
1607583475.523355,71,1.1251213550567627
1607583476.255569,72,1.1449486017227173
1607583476.982359,73,1.1552762985229492
1607583477.715735,74,1.1375514268875122
1607583478.451365,75,1.126815915107727
1607583479.284471,76,1.1357028484344482
1607583480.015948,77,1.1438864469528198
1607583480.747691,78,1.133103370666504
1607583481.492991,79,1.1472582817077637
1607583482.214734,80,1.1378486156463623
1607583482.946856,81,1.159350037574768
1607583483.673794,82,1.1486810445785522
1607583484.409244,83,1.1483410596847534
1607583485.142004,84,1.1799405813217163
1607583485.886079,85,1.1711311340332031
1607583486.62109,86,1.1616257429122925
1607583487.363944,87,1.1668782234191895
1607583488.095206,88,1.1737843751907349
1607583488.826543,89,1.1582486629486084
1607583489.58563,90,1.157896637916565
1607583490.367698,91,1.1629995107650757
1607583491.182172,92,1.1658494472503662
1607583491.913319,93,1.1732933521270752
1607583492.659748,94,1.194891095161438
1607583493.448284,95,1.228638768196106
1607583494.263451,96,1.1808780431747437
1607583494.980719,97,1.2059597969055176
1607583495.714442,98,1.1833605766296387
1607583496.492497,99,1.2044614553451538
