,KernelName,Score
0,4,-0.004833519458770752
1,48,-0.0036130547523498535
2,50,-0.0041207075119018555
3,127,-0.00448983907699585
4,139,-0.003017425537109375
5,154,-0.00453341007232666
6,164,-0.009760260581970215
7,175,-0.0032059550285339355
8,199,-0.003332853317260742
9,210,-0.0033025145530700684
