,KernelName,Score
0,4,-0.00556635856628418
1,48,-0.003980576992034912
2,50,-0.005109548568725586
3,114,-0.006752908229827881
4,146,-0.003936171531677246
5,154,-0.004721403121948242
6,155,-0.004349648952484131
7,164,-0.010743916034698486
8,199,-0.004274904727935791
9,202,-0.005135774612426758
10,269,-0.004554271697998047
11,280,-0.003919124603271484
12,281,-0.005318284034729004
