,KernelName,Score
0,4,-0.005835413932800293
1,50,-0.0051048994064331055
2,114,-0.005682528018951416
3,146,-0.004006147384643555
4,154,-0.004740655422210693
5,164,-0.01119697093963623
6,199,-0.004555046558380127
7,202,-0.005165755748748779
8,251,-0.003898918628692627
9,269,-0.0049242377281188965
10,281,-0.005804538726806641
