,KernelName,Score
0,34,-0.003817439079284668
1,37,-0.003613293170928955
2,131,-0.003825545310974121
3,134,-0.0044640302658081055
4,151,-0.004570901393890381
5,154,-0.0056473612785339355
6,155,-0.007347822189331055
7,213,-0.0053479671478271484
8,231,-0.006778836250305176
9,235,-0.003579080104827881
10,260,-0.009215474128723145
11,266,-0.00435870885848999
12,275,-0.005690336227416992
13,282,-0.004242360591888428
