,KernelName,Score
0,36,-0.007093548774719238
1,39,-0.00689321756362915
2,62,-0.0060623884201049805
3,94,-0.006757020950317383
4,127,-0.018619656562805176
5,155,-0.01602029800415039
6,199,-0.005471348762512207
7,209,-0.007864892482757568
8,281,-0.005923092365264893
9,282,-0.00553971529006958
