,KernelName,Score
0,36,-0.002974092960357666
1,59,-0.003055870532989502
2,77,-0.003093719482421875
3,127,-0.002847909927368164
4,134,-0.004604220390319824
5,148,-0.003944277763366699
6,154,-0.003124713897705078
7,159,-0.0057482123374938965
8,164,-0.003936946392059326
9,183,-0.0060408711433410645
10,210,-0.0034424662590026855
11,230,-0.0032468438148498535
12,266,-0.0028170347213745117
