,KernelName,Score
0,45,-0.0051291584968566895
1,59,-0.004810512065887451
2,96,-0.003321051597595215
3,100,-0.004121124744415283
4,117,-0.003603637218475342
5,127,-0.003764927387237549
6,134,-0.004119873046875
7,155,-0.0047005414962768555
8,161,-0.004184544086456299
9,198,-0.004055976867675781
10,199,-0.003316521644592285
11,266,-0.004737913608551025
12,277,-0.005160212516784668
13,281,-0.00449758768081665
14,284,-0.004319131374359131
