Wall time,Step,Value
1607583123.130298,0,0.693683385848999
1607583123.73098,1,0.6940902471542358
1607583124.350377,2,0.695314347743988
1607583124.962433,3,0.694256603717804
1607583125.557438,4,0.6941216588020325
1607583126.173717,5,0.6979331374168396
1607583126.799903,6,0.6934273838996887
1607583127.441508,7,0.6930155158042908
1607583128.070352,8,0.6953926682472229
1607583128.666286,9,0.6937410235404968
1607583129.284369,10,0.6947222352027893
1607583129.893369,11,0.6936883330345154
1607583130.495473,12,0.6936414837837219
1607583131.16407,13,0.6932955980300903
1607583131.829184,14,0.6929466128349304
1607583132.425375,15,0.6951569318771362
1607583133.033298,16,0.6959876418113708
1607583133.629534,17,0.6987076997756958
1607583134.245423,18,0.6936208009719849
1607583134.850537,19,0.696296751499176
1607583135.446308,20,0.6942340731620789
1607583136.058733,21,0.6943385004997253
1607583136.661548,22,0.6990657448768616
1607583137.261755,23,0.69861900806427
1607583137.876408,24,0.6965305805206299
1607583138.473159,25,0.6957204937934875
1607583139.104606,26,0.7069610357284546
1607583139.717679,27,0.6999392509460449
1607583140.317436,28,0.6991369724273682
1607583140.934893,29,0.7052562236785889
1607583141.537088,30,0.7013762593269348
1607583142.147101,31,0.6978371143341064
1607583142.7627,32,0.6981293559074402
1607583143.41726,33,0.710191547870636
1607583144.08475,34,0.6999889612197876
1607583144.682747,35,0.7185577750205994
1607583145.280055,36,0.7030653357505798
1607583145.885573,37,0.7151502370834351
1607583146.488024,38,0.7079103589057922
1607583147.091311,39,0.7077738642692566
1607583147.696291,40,0.7067359089851379
1607583148.303401,41,0.7110791206359863
1607583148.911475,42,0.7223346829414368
1607583149.512707,43,0.7195601463317871
1607583150.114866,44,0.7247430086135864
1607583150.716132,45,0.7176445126533508
1607583151.320631,46,0.7270458340644836
1607583151.917643,47,0.7359272837638855
1607583152.529493,48,0.7222293615341187
1607583153.125185,49,0.7285010814666748
1607583153.730336,50,0.7300043702125549
1607583154.339398,51,0.7651863098144531
1607583154.954226,52,0.7715075016021729
1607583155.561597,53,0.744062066078186
1607583156.16676,54,0.7598266005516052
1607583156.770463,55,0.779217541217804
1607583157.387976,56,0.7554312944412231
1607583158.027347,57,0.7466742396354675
1607583158.629565,58,0.7490895986557007
1607583159.231713,59,0.748448371887207
1607583159.833951,60,0.7585439682006836
1607583160.441089,61,0.7515513896942139
1607583161.048752,62,0.7647116780281067
1607583161.659011,63,0.7552815079689026
1607583162.273233,64,0.7601020932197571
