Wall time,Step,Value
1607583202.95936,0,1.503627896308899
1607583203.693991,1,1.5039594173431396
1607583204.416493,2,1.5048773288726807
1607583205.149127,3,1.5040481090545654
1607583205.878473,4,1.5042519569396973
1607583206.629947,5,1.5040630102157593
1607583207.374055,6,1.5043009519577026
1607583208.213839,7,1.50387704372406
1607583208.978623,8,1.50364089012146
1607583209.718868,9,1.5070669651031494
1607583210.448467,10,1.506692886352539
1607583211.201295,11,1.5035498142242432
1607583211.940006,12,1.5065596103668213
1607583212.680616,13,1.505558967590332
1607583213.446268,14,1.503357172012329
1607583214.206973,15,1.503063678741455
1607583214.944286,16,1.5090479850769043
1607583215.675626,17,1.505025029182434
1607583216.436617,18,1.5025125741958618
1607583217.192114,19,1.5020434856414795
1607583217.953558,20,1.5015593767166138
1607583218.719505,21,1.504342794418335
1607583219.463904,22,1.5042771100997925
1607583220.184879,23,1.5061756372451782
1607583220.947823,24,1.4988117218017578
1607583221.702344,25,1.498665452003479
1607583222.474357,26,1.4975637197494507
1607583223.228775,27,1.5025449991226196
1607583223.95413,28,1.5054436922073364
1607583224.776516,29,1.4994944334030151
1607583225.573754,30,1.4984091520309448
1607583226.310353,31,1.4982025623321533
1607583227.036415,32,1.5168505907058716
1607583227.798698,33,1.496749997138977
1607583228.579813,34,1.535053014755249
1607583229.329133,35,1.5385375022888184
1607583230.044073,36,1.5038527250289917
1607583230.778621,37,1.5009195804595947
1607583231.501353,38,1.5179065465927124
1607583232.209682,39,1.5593231916427612
1607583232.945666,40,1.5035840272903442
1607583233.676744,41,1.512559413909912
1607583234.405258,42,1.5450223684310913
1607583235.101443,43,1.5033018589019775
1607583235.789272,44,1.6004488468170166
1607583236.465188,45,1.5083552598953247
1607583237.2147,46,1.5109375715255737
1607583238.000771,47,1.5887452363967896
1607583238.693998,48,1.6653627157211304
1607583239.42279,49,1.5893620252609253
1607583240.180513,50,1.5420564413070679
1607583240.91041,51,1.5162224769592285
1607583241.600693,52,1.522396206855774
1607583242.293216,53,1.550709843635559
1607583242.991233,54,1.6828798055648804
1607583243.69611,55,1.5248823165893555
1607583244.392213,56,1.5401873588562012
1607583245.095633,57,1.5501666069030762
1607583245.794562,58,1.5388157367706299
1607583246.490809,59,1.5356391668319702
1607583247.219496,60,1.6547272205352783
1607583247.945899,61,1.5566904544830322
1607583248.688901,62,1.5930795669555664
1607583249.463479,63,1.5514620542526245
1607583250.28492,64,1.5639257431030273
1607583251.023606,65,1.5601046085357666
1607583251.86675,66,1.5568722486495972
1607583252.614948,67,1.6444910764694214
1607583253.331444,68,1.5662751197814941
1607583254.049733,69,1.58145272731781
1607583254.752611,70,1.6577644348144531
1607583255.455973,71,1.5971671342849731
1607583256.171332,72,1.6528875827789307
1607583256.888643,73,1.664343237876892
1607583257.599644,74,1.6180007457733154
1607583258.298343,75,1.6242294311523438
1607583259.015011,76,1.8940545320510864
1607583259.728245,77,1.6841541528701782
1607583260.453049,78,1.6137890815734863
1607583261.168682,79,1.68984055519104
1607583261.915696,80,1.6570192575454712
1607583262.728763,81,1.6727720499038696
1607583263.452528,82,1.7924463748931885
1607583264.229452,83,1.6634389162063599
