,CNN-based model adadelta,CNN-based model adam,CNN-based model rmsprop,vConv-based model adadelta,vConv-based model adam,vConv-based model rmsprop
137,0.5989066545183835,0.5610951232791476,0.5836509294547717,0.6821520239113769,0.7216857965088501,0.6936410404560052
138,0.5495616617962422,0.5194057711752351,0.6159623995822177,0.7117079078656431,0.7239524883609818,0.7101301125568062
139,0.6090012111245681,0.5,0.6072400804453383,0.7340859342881588,0.7029855887287637,0.7167079634218159
140,0.6068845209391216,0.5804286714296825,0.5735841509350104,0.7342859365104056,0.7318192424360271,0.7214746830520338
141,0.58948432760364,0.5418949099434438,0.5749063878487539,0.6948077200857787,0.7097189968777431,0.6913521261347348
142,0.5273947488305426,0.5937732641473794,0.5591728796986634,0.6876854187268748,0.6896187735419284,0.7362637362637363
143,0.5967399637773754,0.5338059311770131,0.6171290792119912,0.7048744986055401,0.7209968999655552,0.733774819720219
144,0.6832964810720119,0.6796964410715675,0.6520183557595084,0.7291358792875476,0.7228746986077623,0.6852742808253425
145,0.6788186535405948,0.6650073889709885,0.6446738297092189,0.7243747152746142,0.723841376015289,0.7171635240391561
146,0.652162801808909,0.6254069489660996,0.5462060689563217,0.7882643140479338,0.6902687807642307,0.7250413893487706
147,0.6675740841564906,0.6350403893376593,0.6817409082323136,0.7245080500894454,0.7197302192246581,0.6849742774919723
148,0.6627962532917032,0.6643962710696786,0.6788297647751642,0.7243191591017678,0.7352526139179324,0.7089300992233247
149,0.6689963221813575,0.5873065256280625,0.6765964066267403,0.732630362559584,0.714641273791931,0.7345081612017912
150,0.6677907532305914,0.5682618695763286,0.646662740697119,0.7441193791042123,0.716107956755075,0.703207813420149
151,0.6491849909443438,0.6539850442782698,0.677151968355204,0.7551972799697775,0.7036300403337814,0.7225746952743919
152,0.6903743374926388,0.6476738630429227,0.5868176313070146,0.7333859265102944,0.7090523228035867,0.6808520094667718
153,0.6916799075545284,0.6410293447704974,0.6123290258780654,0.741619351326126,0.7435860398448871,0.7137634862609583
154,0.6761297347748307,0.6761186235402616,0.6606851187235414,0.7397748863876266,0.681752019466883,0.7210635673729708
155,0.6699741108234536,0.5900843342703808,0.6108067867420749,0.7200191113234592,0.721352459471772,0.7178413093478817
156,0.6533961488460983,0.6781408682318693,0.6507627862531805,0.7449971666351849,0.7312970144112713,0.7308970099667775
157,0.6721519127990311,0.5683729819220213,0.6954743941599351,0.7239524883609818,0.7242302692252136,0.7282303136701518
158,0.6897298858876209,0.6329292547694975,0.6492294358826209,0.7345859398437761,0.7358303981155346,0.7307414526828075
159,0.6469516327959198,0.6671074123045811,0.6704630051445015,0.7380526450293893,0.7139301547794975,0.7226635851509461
160,0.6600628895876621,0.6801297792197691,0.674996388848765,0.7315747952755031,0.7025300281114234,0.7276747519416882
161,0.6677185302058912,0.6937632640362671,0.6617073523039145,0.7370748563872932,0.7351748352759475,0.7283969821886911
162,0.5844842720474672,0.7001188902098912,0.6761075123056923,0.761975133057034,0.7148412760141779,0.7215524616940189
163,0.6706074511939022,0.700963344037156,0.6658296203291147,0.7225191391015455,0.7047300525561395,0.7029855887287637
164,0.6849409437882643,0.6583406482294248,0.6864409604551163,0.7247524972499695,0.7626418071311905,0.730108112312359
165,0.6913299036655963,0.6567517416860188,0.6907965644062712,0.7372748586095401,0.7381415349059434,0.741419349103879
166,0.6625073611929022,0.7003522261358459,0.6901187790975456,0.7564861831798131,0.7176413071256347,0.7135857065078501
167,0.6822964699607774,0.6689852109467883,0.6886409848998322,0.7754308381204236,0.7151412793475483,0.6930410337892643
168,0.650940566006289,0.7044856053956157,0.6710296781075347,0.7669974110823455,0.7106078956432849,0.6929410326781409
169,0.6839631551461682,0.6569295214391271,0.5478949766108512,0.7655862842920476,0.7174746386070956,0.727541417126857
170,0.7080300892232135,0.6534739274880833,0.6488627651418348,0.7553861709574552,0.7355303947821643,0.7068300758897321
171,0.6753630595895509,0.6684629829220325,0.6554072823031367,0.7397415526839187,0.7342970477449748,0.755586173179702
172,0.7029855887287637,0.6532739252658363,0.6717852420582451,0.7636084845387172,0.7343192702141135,0.7380526450293892
173,0.7035189279880888,0.6652518361315125,0.6911076789742108,0.7238747097189969,0.7187190968788542,0.7095189946554962
174,0.6861854020600229,0.6904410049000543,0.6826631407015633,0.7708752319470216,0.746708296758853,0.7479083100923343
175,0.6790297669974111,0.6540850453893932,0.6635518172424137,0.7470416337959311,0.7074856387293192,0.6936632629251436
176,0.6961521794686608,0.6833853709485662,0.6346626073623041,0.7399304436715965,0.7429860331781465,0.7344637162635139
177,0.7234635940399339,0.6595962177357525,0.7074523050256114,0.7451082789808776,0.7143079367548528,0.7245524950277226
178,0.6973633040367115,0.6246624962499583,0.6466849631662575,0.7786642073800819,0.6907187857642864,0.7164635162612918
179,0.7278747541639352,0.661362904032267,0.643007144523828,0.7263636262625142,0.7175746397182191,0.7141634907054523
180,0.5232391471016344,0.6908632318136869,0.6767630751452793,0.734585939843776,0.7158301758908432,0.6633740374893055
181,0.6966855187279859,0.6715185724285825,0.6816075734174825,0.7984088712096802,0.71985244280492,0.6878520872454139
182,0.6552406137845976,0.6939132657029523,0.6325292503250035,0.7439971555239503,0.7123301370015223,0.7112967921865798
183,0.6583517594639942,0.664940721563573,0.6260736230402559,0.7300747786086512,0.7205968955210614,0.6754519494661052
184,0.6964077378637541,0.6978299758886211,0.6195624395826621,0.7506750075000834,0.7289525439171547,0.7314525716952411
185,0.6679407548972767,0.6911965688507651,0.6802853365037389,0.7633751486127625,0.7234969277436416,0.7158523983599818
186,0.6528628095867732,0.5674174157490639,0.7065078500872233,0.7752419471327459,0.7086745408282314,0.6629518105756731
187,0.714396826631407,0.6848631651462793,0.6838409315659063,0.6968855209502328,0.7087078745319393,0.7260969566328515
188,0.6977633084812054,0.6044400493338815,0.6830298114423493,0.7525972510805676,0.7237302636695964,0.7133634818164647
189,0.684274269714108,0.7058967321859133,0.651107234524828,0.7488527650307227,0.7213746819409105,0.7226635851509462
190,0.6732630362559584,0.7155523950266114,0.6248402760030668,0.7428749208324538,0.6700852231691463,0.7039522661362904
191,0.6254736163735153,0.5978066422960255,0.7104634495938843,0.7427638084867609,0.7236524850276115,0.7253302814475717
192,0.7339525994733274,0.6086400960010667,0.650451671685241,0.7302636695963289,0.7463082923143591,0.6322292469916333
193,0.7109301214457938,0.5943510483449816,0.5686285403171146,0.727219191324348,0.6931632573695263,0.6620851342792697
194,0.7182079800886678,0.6696296625518061,0.6230402560028445,0.7592639918221313,0.7069856331737021,0.6759963999599996
195,0.6912965699618885,0.6814520161335125,0.595628840320448,0.7657418415760178,0.6697629973666374,0.6993633262591806
196,0.7318081312014578,0.643496038844876,0.6607295636618185,0.7153079478660874,0.7062411804575606,0.7000300003333371
197,0.6522961366237403,0.6320625784730941,0.6369515216835742,0.7080189779886443,0.7027300303336703,0.6901298903321148
198,0.6485183168701875,0.6514627940310448,0.6650629451438349,0.7688640984899833,0.7102078911987911,0.6727185857620641
199,0.7127856976188623,0.6710741230458116,0.6385737619306882,0.7300747786086512,0.6705074500827787,0.6786519850220558
200,0.7355526172513028,0.6377848642762698,0.6195346614962388,0.7479527550306113,0.7213746819409104,0.7141301570017445
201,0.6135290392115469,0.5758619540217114,0.6076623073589706,0.733574817497972,0.6913743486038733,0.712074578606429
202,0.7045522728030311,0.6812742363804042,0.6275291947688307,0.7241747130523672,0.6618295758841766,0.6830187002077801
203,0.7183968710763453,0.6859742886032067,0.5943399371104123,0.7543972710807899,0.67308525650285,0.6954966166290737
204,0.6924076934188158,0.5793064367381859,0.6756075067500751,0.7351303903376704,0.6590295447727197,0.6777630862565138
205,0.645651618351315,0.7106967855198392,0.7107078967544085,0.7448416093512151,0.6970521894687719,0.7234858165090724
206,0.7322525805842288,0.6999188879876442,0.6345292725474728,0.7649751663907376,0.6682518694652163,0.6616740186002066
207,0.6908410093445483,0.6409404548939432,0.5687285414282381,0.7421638018200203,0.6953299481105346,0.6246069400771119
208,0.7225635840398227,0.6078178646429404,0.615895732174802,0.7521194679940888,0.6302181135345948,0.6963077367526306
209,0.6787075411949022,0.6118512427915866,0.6041844909387882,0.7584639829331437,0.7043633818153535,0.6507627862531806
210,0.7276303070034111,0.6981077567528529,0.5413282369804109,0.7316525739174881,0.7161301792242136,0.6607184524272491
211,0.7064189602106691,0.6217624640273781,0.683418704652274,0.7329192546583851,0.6540850453893932,0.6444738274869721
212,0.6174735274836387,0.5704396715519061,0.6969966332959254,0.7307747863865155,0.6481516461294015,0.6101512239024878
213,0.6800186668740764,0.6194291047678308,0.6756408404537828,0.7478194202157802,0.6123401371126346,0.6605628951432794
214,0.7016411293458817,0.6118734652607252,0.5011611240124891,0.7350859453993934,0.6895521061345127,0.628840320448005
215,0.7354192824364716,0.5077278636429293,0.6393071034122602,0.691529905887843,0.6865076278625318,0.6699407771197458
216,0.6354403937821531,0.5596617740197113,0.5325059167324082,0.7303747819420215,0.6464738497094413,0.7136301514461272
217,0.6630073667485193,0.6616406848964989,0.5393948821653574,0.7266080734230381,0.6690518783542039,0.6918854653940598
218,0.6094289936554851,0.6694296603295592,0.6102290025444728,0.6951188346537185,0.6411849020544673,0.6667851865020723
219,0.7022078023089147,0.6519294658829543,0.6493738819320215,0.712041244902721,0.6455182835364839,0.7100967788530985
220,0.6703630040333781,0.6398182202024466,0.6638407093412149,0.7050633895932177,0.6920743563817375,0.7111856798408871
221,0.7416526850298337,0.7074745274947499,0.5999177768641875,0.7469194102156691,0.715819064656274,0.6090956566184069
222,0.6993411037900421,0.6306070067445194,0.6862076245291615,0.7701085567617418,0.6720741341570462,0.6265514061267348
223,0.6280958677318637,0.6804742274914166,0.6542072689696552,0.6909632329248103,0.6828186979855331,0.6641518239091545
224,0.6552406137845976,0.634862609584551,0.608862320692452,0.6512739030433672,0.6448182757586195,0.627906976744186
225,0.6383404260047335,0.6068511872354139,0.5191113234591496,0.7152301692241024,0.6348403871154125,0.6597962199579994
226,0.6387293192146579,0.6587628751430571,0.6241958243980489,0.7041633795931067,0.6306625629173658,0.6459849553883933
227,0.700563339592662,0.5945621618017978,0.5527061411793464,0.6546183846487182,0.6024066934077046,0.5626284736497071
228,0.5529172546361626,0.5436115956843965,0.6097289969888555,0.6843853820598007,0.6387626529183659,0.5753286147623863
229,0.674951943910488,0.6527183635373727,0.6330181446460517,0.6694518827986977,0.6420738008200091,0.6284403160035111
230,0.7127968088534318,0.6092289914332382,0.5823398037755975,0.6057067300747785,0.6423071367459638,0.6536294847720531
231,0.6269069656329515,0.5672396359959555,0.571695241058234,0.7206524516939077,0.6291292125468062,0.6762741808242314
232,0.615284614273492,0.6204624495827731,0.6390293225480284,0.6807186746519406,0.6615295725508061,0.6222624695829952
233,0.5919065767397416,0.5897621084678718,0.6280069778553095,0.755586173179702,0.45411615684618717,0.6377404193379925
234,0.6485072056356183,0.6423849153879487,0.6102845587173191,0.6388737652640586,0.646384959832887,0.6563072923032479
235,0.6051511683463149,0.47774975277503084,0.6257736197068856,0.6652962810697896,0.6125956955077279,0.6380626451405016
236,0.6872187468749653,0.5903621151346126,0.5570173001922244,0.6907965644062711,0.6537739308214536,0.6599851109456771
237,0.6414515716841298,0.6361515127945866,0.6089845442727142,0.7056189513216814,0.5726174735274837,0.6483294258825099
238,0.6623851376126402,0.6023955821731353,0.6227846976077512,0.6354515050167224,0.6602851142790476,0.641496016622407
239,0.6931632573695263,0.6229291436571518,0.6421626906965633,0.71679685329837,0.6287403193368816,0.6224735830398116
240,0.6310181224235825,0.5574617495749953,0.5474727496972189,0.7068300758897321,0.6177179746441627,0.6205735619284658
241,0.6227846976077511,0.6213846820520228,0.5973177479749775,0.6287625418060201,0.6019622440249335,0.6772741919354659
242,0.6115401282236469,0.5074167490749897,0.609306770075223,0.6490961010677896,0.6093845487172079,0.6668074089712108
243,0.6535183724263602,0.6340181557572863,0.6348403871154125,0.61195124390271,0.4969388548761653,0.6001400015555729
244,0.6398959988444316,0.6431182568695207,0.6094512161246236,0.6578295314392382,0.6232847031633684,0.6555961732908143
