,adadelta,adam,rmsprop,sgd
0,0.6993188813209036,0.7040967121856909,0.7116412404582273,0.690218780208669
1,0.6891409904554495,0.6839187102078912,0.6951410571228569,0.6983410926788076
2,0.6550517227969199,0.7046744963832933,0.7133523705818954,0.6661296236624852
3,0.7162190691007678,0.6363959599551106,0.6932521472460806,0.6660407337859309
4,0.6735408171201902,0.68118534650385,0.6834742608251203,0.6362292914365715
5,0.698729985888732,0.6844409382326471,0.6629740330448115,0.688552095023278
6,0.7021744686052067,0.6975188613206813,0.734052600584451,0.6796964410715676
7,0.6934410382337581,0.7194302158912877,0.7184968721874687,0.664207380082001
8,0.7048189424326938,0.7225858065089612,0.729008100090001,0.6628518094645497
9,0.7234635940399338,0.6840520450227225,0.7071745241613796,0.6872743030478117
10,0.7324081378681986,0.6720519116879076,0.6405515616840187,0.6533183702041134
11,0.7110412337914865,0.7178857542861588,0.678496427738086,0.6812742363804043
12,0.6789742108245648,0.725341392682141,0.721796908854543,0.4782330914787942
13,0.7122412471249681,0.7006077845309392,0.6074289714330159,0.6269736330403671
14,0.7203857820642452,0.6615295725508062,0.6698629984777609,0.5134112601251125
15,0.6530294781053123,0.718430204780053,0.6954299492216581,0.6146512739030433
16,0.7256191735463728,0.5272280803120035,0.6313625706952299,0.6624295825509172
17,0.6978299758886211,0.6904410049000544,0.6960744008266759,0.7037411526794741
18,0.7494861054011712,0.6913521261347347,0.6961521794686607,0.6950077223080257
19,0.7188968766319626,0.7038189313214591,0.7320525783619818,0.5029389215435727
20,0.7137301525572507,0.7225746952743919,0.631851465016278,0.6808520094667718
21,0.639829331437016,0.7183524261380683,0.7107745641618242,0.6761964021822465
22,0.7298525539172658,0.7079078656429516,0.6839187102078913,0.5237113745708285
23,0.704707830087001,0.6671185235391505,0.6651073900821121,0.5204780053111701
24,0.728441427126968,0.7299525550283892,0.6826853631707019,0.5235724841387126
25,0.7043744930499228,0.7033189257658418,0.6898409982333137,0.702674474160824
26,0.6254402826698073,0.663029589217658,0.7364859609551219,0.6545406060067335
27,0.7053189479883109,0.7093412149023878,0.6262291803242258,0.6796631073678596
28,0.6963521816909076,0.668074089712108,0.7227858087312081,0.661562906254514
29,0.7623640262669585,0.7219302436693741,0.7411637907087856,0.7113523483594264
30,0.7150190557672863,0.720052445027167,0.70426338070423,0.6634962610695674
31,0.7075634173713041,0.7301303347814977,0.7172857476194181,0.7177524194713275
32,0.731485905398949,0.7263969599662219,0.6841742686029844,0.704307825642507
33,0.7062522916921299,0.7192079911999023,0.6946632740363783,0.6868520761341792
34,0.7208635651507238,0.6762964032933699,0.7524750275003056,0.722052467249636
35,0.719319103545595,0.7070745230502561,0.6757297303303371,0.483844264936277
36,0.7309525661396238,0.7226746963855154,0.7296747741641574,0.6546406071178568
37,0.7231524794719941,0.7172857476194181,0.6221735797064412,0.661240680452005
38,0.7247636084845388,0.738408204535606,0.7178524205824509,0.5089945443838265
39,0.7248747208302314,0.7290969899665551,0.6474183046478293,0.7078634207046745
40,0.7759752886143181,0.7200746674963054,0.672963032922588,0.6829075878620874
41,0.7106745630507005,0.7430415893509928,0.6635407060078446,0.6937188190979899
42,0.7160857342859366,0.7262969588550984,0.6457071745241614,0.7086634295936621
43,0.6846409404548939,0.7227746974966389,0.7111523461371793,0.5192057689529883
44,0.6895187724308047,0.6624518050200559,0.7124190268780763,0.4636884854276158
45,0.7205857842864922,0.7088745430504784,0.7080189779886443,0.6897743308258979
46,0.7082745363837376,0.6675296392182135,0.6321403571150791,0.4804275603062256
47,0.722163579595329,0.6586962077356415,0.7180413115701285,0.7039411549017212
